TreeRepresentative	ClusterID	GenomeID	Contig	ID	strand	start	end	DefenseSystem	Feature_type	gene	genomad_specificity_class	HMM_Annot_IDs	product_description	PlotLabel	fill
WP_225036193.1	VII	GCF_020180515.1	NZ_JAIPSH010000009.1	LE447_RS09270	-	15706	16952	NA	CDS	NA	NA	NA	OprD family porin	OprD family porin	else
WP_225036193.1	VII	GCF_020180515.1	NZ_JAIPSH010000009.1	WP_003123450.1	-	17125	18138	NA	CDS	NA	CP	PF04166;K00097;COG1995;TIGR00557	4-hydroxy-L-threonine phosphate dehydrogenase PdxA	PF04166	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_038940198.1	-	309418	310650	NA	CDS	NA	NA	PF07690	L-lactate MFS transporter	PF07690	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_011081148.1	+	311225	311581	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_011152019.1	+	312135	312332	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_046030095.1	-	312452	313939	NA	CDS	NA	NA	PF07690	MDR family MFS transporter	PF07690	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_039538136.1	-	313950	314975	NA	CDS	NA	CP	PF13437;TIGR02828	HlyD family secretion protein	PF00529;PF13437;PF16576	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_143697296.1	-	315268	315468	NA	CDS	NA	NA	PF20598	DUF6795 domain-containing protein	PF20598	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_130200331.1	+	315821	316939	SoFic	CDS	NA	NA	PF02661;PF13776	SoFic	SoFic	SoFic
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_225459858.1	-	316986	317903	NA	CDS	NA	NA	PF00126;PF03466	LysR family transcriptional regulator	PF00126;PF03466	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_038940976.1	+	318030	318467	NA	CDS	NA	NA	PF02627	carboxymuconolactone decarboxylase family protein	PF02627	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_011081156.1	+	318687	318947	NA	CDS	NA	CC	PF16691	DUF5062 family protein	PF16691	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_017790851.1	+	319070	319528	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_225505102.1	+	319844	320590	NA	CDS	NA	CP	PF00795;K01506;TIGR03381;COG0388	N-carbamoylputrescine amidase	PF00795	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_130195352.1	-	320577	320771	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_130191603.1	+	321090	321854	NA	CDS	NA	NA	PF01909	nucleotidyltransferase domain-containing protein	PF01909	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_225505103.1	-	321910	323670	NA	CDS	NA	NA	PF00005;PF00664	ABC transporter ATP-binding protein/permease	PF00005;PF00664	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_130241292.1	+	324090	327710	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_130241293.1	-	328118	330982	NA	CDS	gcvP	NA	PF02347;PF21478	aminomethyl-transferring glycine dehydrogenase	gcvP	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_011081167.1	-	331086	331466	NA	CDS	gcvH	CC	PF01597;TIGR03077;COG0509	glycine cleavage protein H-like protein, Chlamydial	gcvH	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_043877501.1	-	331509	332804	NA	CDS	NA	NA	PF00464	serine hydroxymethyltransferase	PF00464	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_011081169.1	+	333188	333811	NA	CDS	NA	NA	PF01381;PF07883	helix-turn-helix domain-containing protein	PF01381;PF07883	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_038940989.1	+	334102	335235	NA	CDS	gcvT	CP	PF01571;K00282;TIGR00528;COG0404;PF01571;PF08669;COG0404;TIGR00528;K06980	glycine cleavage system T protein;Glycine cleavage system T protein (aminomethyltransferase)	gcvT	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_225505104.1	+	335320	336414	NA	CDS	NA	NA	PF00089	S1 family peptidase	PF00089	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_017790859.1	-	336404	337129	NA	CDS	NA	NA	PF00440	TetR/AcrR family transcriptional regulator	PF00440	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_225505120.1	+	337335	338363	NA	CDS	NA	NA	PF13437	efflux RND transporter periplasmic adaptor subunit	PF13437	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_080527239.1	+	338363	339433	NA	CDS	NA	NA	PF13437	efflux RND transporter periplasmic adaptor subunit	PF13437	else
WP_130241292.1	V	GCF_020252065.1	NZ_JAERHP010000001.1	WP_225505105.1	+	339430	342489	NA	CDS	NA	NA	PF00873	efflux RND transporter permease subunit	PF00873	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552183.1	+	54350	54808	NA	CDS	NA	NA	PF04002	JAB domain-containing protein	PF04002	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552184.1	-	54950	56617	NA	CDS	NA	PC	NA	HEPN domain-containing protein	HEPN domain-containing protein	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552185.1	-	56624	57745	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552186.1	+	57915	58298	NA	CDS	NA	NA	PF01381	helix-turn-helix domain-containing protein	PF01381	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552240.1	+	58378	58557	NA	CDS	NA	NA	PF04326	AlbA family DNA-binding domain-containing protein	PF04326	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552187.1	+	59421	59654	NA	CDS	NA	NA	PF04002	JAB domain-containing protein	PF04002	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552188.1	+	59822	64633	NA	CDS	NA	NA	PF01272;PF13087;PF18741	AAA domain-containing protein	PF01272;PF13087;PF18741	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552241.1	+	64773	64967	NA	CDS	NA	NA	PF04002	JAB domain-containing protein	PF04002	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552189.1	-	65082	65720	HEC-01	CDS	NA	CP	PF14103	HEC-01B	HEC-01B	HEC-01
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552190.1	-	65722	66795	HEC-01	CDS	NA	NA	PF13304	HEC-01A	HEC-01A	HEC-01
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552191.1	+	67571	68029	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552192.1	+	68539	72339	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	IPZ78_RS06535	-	72555	72922	NA	tmRNA	ssrA	NA	NA	transfer-messenger RNA	ssrA	tmRNA
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552193.1	-	72983	73720	NA	CDS	NA	NA	PF08241	class I SAM-dependent methyltransferase	PF08241	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552194.1	-	73758	74315	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552195.1	-	74429	75313	NA	CDS	ygiD	NA	PF02900	4%2C5-DOPA-extradiol-dioxygenase	ygiD	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552196.1	-	75408	76238	NA	CDS	NA	NA	PF02311;PF12833	AraC family transcriptional regulator	PF02311;PF12833	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552197.1	+	76476	77795	NA	CDS	NA	NA	PF00909	ammonium transporter	PF00909	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552198.1	+	77967	79877	NA	CDS	NA	NA	NA	amidophosphoribosyltransferase	amidophosphoribosyltransferase	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552199.1	-	79929	80915	NA	CDS	NA	NA	PF01687;PF06574	bifunctional riboflavin kinase/FAD synthetase	PF01687;PF06574	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552200.1	-	80925	81650	NA	CDS	truB	NA	PF01509;PF16198	tRNA pseudouridine(55) synthase TruB	truB	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552201.1	-	81650	82444	NA	CDS	NA	CP	COG1968;K06153;K06153;COG1968;PF02673;COG1968;K06153;TIGR00753;PF02673;COG1968;TIGR00753;K06153	Undecaprenyl pyrophosphate phosphatase	PF02673	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552202.1	-	82459	82689	NA	CDS	NA	CC	PF11297	DUF3098 domain-containing protein	PF11297	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552203.1	-	82722	83600	NA	CDS	NA	CV	K09811;COG2177;PF18075;PF02687;K09811;COG2177;PF18075;PF02687;K09811;TIGR00439;COG2177	Cell division protein FtsX;putative protein insertion permease FtsX	PF02687;PF18075	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552204.1	+	83823	86606	NA	CDS	leuS	NA	PF00133;PF08264;PF13603	leucine--tRNA ligase	leuS	else
WP_225552192.1	III	GCF_020295405.1	NZ_JADEYP010000009.1	WP_225552205.1	-	86664	87335	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553561.1	+	9824	10576	NA	CDS	NA	CC	PF16132;PF16397;COG5567;PF16132;PF16408	DUF4843 domain-containing protein	PF16132	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553563.1	+	10600	12108	NA	CDS	NA	CC	PF16407;PF16407;COG3065	PKD-like family	PF16407	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553565.1	+	12167	13372	NA	CDS	NA	CP	PF03190;TIGR02738;COG2143;K06888	type-F conjugative transfer system pilin assembly thiol-disulfide isomerase TrbB	PF13098	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553567.1	+	13375	14715	NA	CDS	NA	CP	PF13905	Thioredoxin-like	PF08534	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553569.1	+	14753	15655	NA	CDS	miaA	NA	PF01715	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	miaA	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553570.1	-	16178	17827	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553572.1	-	17856	20012	Borvo	CDS	NA	NA	PF12770	BovA	BovA	Borvo
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553574.1	-	20081	23857	NA	CDS	NA	PC	PF00931;COG1474;TIGR02928;K10725	Cdc6-related protein, AAA superfamily ATPase	PF20720	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553577.1	+	24067	27813	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553578.1	+	27847	28863	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_262903866.1	-	29165	29293	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553580.1	-	29410	29628	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553582.1	+	29879	30616	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553584.1	+	30743	31024	NA	CDS	NA	NA	PF12728	helix-turn-helix domain-containing protein	PF12728	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553586.1	+	31116	31340	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_317197579.1	+	31330	31887	NA	CDS	NA	PC	NA	BfmA/BtgA family mobilization protein	BfmA/BtgA family mobilization protein	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553590.1	+	31898	32875	NA	CDS	NA	PP	PF18976	DUF5712 family protein	PF18976	plasmid
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553592.1	+	33779	34153	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553594.1	-	34206	35585	NA	CDS	NA	CP	PF12741;K21572;PF12741;PF08139;K21572	Susd and RagB outer membrane lipoprotein;Susd and RagB outer membrane lipoprotein; Prokaryotic membrane lipoprotein lipid attachment site	PF07980;PF14322	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553597.1	-	35594	38782	NA	CDS	NA	NA	PF07715;PF13715	SusC/RagA family TonB-linked outer membrane protein	PF07715;PF13715	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553599.1	-	38782	39531	NA	CDS	NA	NA	NA	TlpA family protein disulfide reductase	TlpA family protein disulfide reductase	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553601.1	+	40222	40446	NA	CDS	NA	NA	PF01381	helix-turn-helix domain-containing protein	PF01381	else
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	WP_225553602.1	-	41171	42394	NA	CDS	NA	NA	PF00589;PF13102;PF17293	site-specific integrase	PF00589;PF13102;PF17293	integrase
WP_225553577.1	III	GCF_020295405.1	NZ_JADEYP010000019.1	IPZ78_RS10925	-	42642	42713	NA	tRNA	NA	NA	NA	tRNA-Glu	tRNA	tRNA
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037466.1	-	97293	99215	NA	CDS	NA	CC	PF21258	Glycoside hydrolase 120, insertion domain	PF07602;PF13229;PF21258	else
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037467.1	+	99334	100089	NA	CDS	NA	NA	PF02311;PF12833	helix-turn-helix transcriptional regulator	PF02311;PF12833	else
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037468.1	+	100216	100350	NA	CDS	NA	CC	PF13215	DUF4023 family protein	PF13215	else
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037469.1	+	100538	100717	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037470.1	-	100906	102471	NA	CDS	NA	NA	PF01645	FMN-binding glutamate synthase family protein	PF01645	else
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037471.1	-	102490	103065	NA	CDS	NA	NA	PF00510	cytochrome c oxidase subunit 3	PF00510	else
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037472.1	-	103058	104974	NA	CDS	ctaD	NA	PF00115	cytochrome c oxidase subunit I	ctaD	else
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037473.1	-	105006	105701	NA	CDS	coxB	NA	PF00116;PF02790	cytochrome c oxidase subunit II	coxB	else
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037474.1	-	105963	107684	NA	CDS	NA	NA	PF00205;PF02775;PF02776	pyruvate oxidase	PF00205;PF02775;PF02776	else
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037475.1	+	108545	109777	NA	CDS	NA	NA	PF01814;PF04282;PF13596	DUF438 domain-containing protein	PF01814;PF04282;PF13596	else
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037476.1	-	110701	114558	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037477.1	-	115259	115822	NA	CDS	NA	NA	PF00440	TetR/AcrR family transcriptional regulator	PF00440	else
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037478.1	+	115950	116768	NA	CDS	NA	NA	PF00106;PF13561	SDR family oxidoreductase	PF00106;PF13561	else
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037479.1	+	117024	117419	PDC-S07	CDS	NA	NA	PF14815	PDC-S07	PDC-S07	else
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037480.1	-	117722	118999	RM_type_II	CDS	dcm	NA	PF00145	MTase_II	MTase_II	RM_type_II
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037481.1	-	119157	119810	RM_type_II	CDS	NA	NA	PF09195	REase_II	REase_II	RM_type_II
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037482.1	-	119833	120795	NA	CDS	NA	NA	PF13020	DUF3883 domain-containing protein	PF13020	else
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037483.1	-	120770	122740	NA	CDS	NA	NA	PF00176	DEAD/DEAH box helicase	PF00176	else
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037484.1	-	122763	124040	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_226037476.1	VI	GCF_020404745.1	NZ_JAIZAP010000015.1	WP_226037485.1	-	124166	124859	NA	CDS	NA	NA	PF13751	transposase	PF13751	else
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_411911132.1	+	68762	69019	NA	CDS	NA	NA	PF15978	TnsD family Tn7-like transposition protein	PF15978	else
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_264174715.1	+	68946	69302	NA	CDS	NA	NA	PF15978	TnsD family Tn7-like transposition protein	PF15978	else
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_226135934.1	+	69492	69959	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_226135936.1	+	69983	70882	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_226136590.1	+	71358	72635	NA	CDS	NA	CP	PF15978	Tn7-like transposition protein D	PF15978	else
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_226135938.1	+	72922	73740	hachiman_type_I	CDS	NA	PP	PF08878	HamA1	HamA1	hachiman_type_I
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_226135940.1	+	73742	77113	hachiman_type_I	CDS	NA	NA	PF00270;PF00271	HamB1	HamB1	hachiman_type_I
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_226135942.1	+	77359	78597	NA	CDS	NA	NA	PF00753	MBL fold metallo-hydrolase	PF00753	else
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_226135944.1	+	78587	82009	NA	CDS	NA	NA	PF13181;PF13365;PF13424	tetratricopeptide repeat protein	PF13181;PF13365;PF13424	else
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_226135945.1	+	82402	82665	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_226135948.1	+	82952	86680	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_226135949.1	+	87361	89124	PDC-S65	CDS	NA	NA	PF13289	PDC-S65	PDC-S65	else
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_226135950.1	+	90282	91172	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_226135951.1	+	91764	93731	NA	CDS	NA	NA	PF00724;PF07992	FAD-dependent oxidoreductase	PF00724;PF07992	else
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_226135953.1	+	93759	94904	NA	CDS	NA	NA	PF00465;PF25137	iron-containing alcohol dehydrogenase	PF00465;PF25137	else
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_226135955.1	+	95058	95957	NA	CDS	NA	NA	PF00126;PF03466	LysR family transcriptional regulator	PF00126;PF03466	else
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_319001785.1	+	96020	96838	NA	CDS	NA	NA	PF00015	methyl-accepting chemotaxis protein	PF00015	else
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_226135957.1	+	96977	97732	NA	CDS	NA	NA	PF13175;PF13476	AAA family ATPase	PF13175;PF13476	else
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_226135959.1	-	97797	98834	NA	CDS	NA	CP	NA	hypothetical protein	hypothetical protein	else
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_226135961.1	-	98850	99839	NA	CDS	NA	NA	PF09992	phosphodiester glycosidase family protein	PF09992	else
WP_226135948.1	IV	GCF_020443575.1	NZ_JAIZZY010000002.1	WP_226135963.1	+	100159	101166	NA	CDS	asrA	NA	PF17179	anaerobic sulfite reductase subunit AsrA	asrA	else
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634120.1	+	269729	270244	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634126.1	+	270676	271557	NA	CDS	NA	NA	PF08401;PF18818	ArdC family protein	PF08401;PF18818	else
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634128.1	+	271554	271838	NA	CDS	NA	NA	PF08281	RNA polymerase sigma factor	PF08281	else
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_413465102.1	-	271899	272114	NA	CDS	NA	NA	PF05930	helix-turn-helix transcriptional regulator	PF05930	else
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	LC060_RS07495	+	272561	272639	NA	tRNA	NA	NA	NA	tRNA-OTHER	tRNA	tRNA
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634130.1	+	272821	273825	NA	CDS	NA	NA	PF01972	SDH family Clp fold serine proteinase	PF01972	else
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634132.1	+	273828	274043	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634134.1	+	274415	274687	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634135.1	-	274821	275396	NA	CDS	NA	PP	NA	hypothetical protein	hypothetical protein	plasmid
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634137.1	-	275680	275961	NA	CDS	NA	PC	PF06412	Conjugal transfer protein TraD	PF06412	else
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634138.1	-	275942	276271	NA	CDS	NA	PP	PF06412	Conjugal transfer protein TraD	PF06412	plasmid
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634140.1	+	276443	279292	NA	CDS	traA	NA	PF03389;PF13604	Ti-type conjugative transfer relaxase TraA	traA	else
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634142.1	+	279302	280003	NA	CDS	NA	PP	PF19613	DUF6118 family protein	PF19613	plasmid
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	LC060_RS07540	-	280195	280976	NA	CDS	NA	NA	NA	IS5 family transposase	IS5 family transposase	else
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634144.1	+	281138	282394	NA	CDS	NA	PC	PF13546;COG5659	SRSO17 transposase	PF13546	else
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634146.1	+	283460	287077	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634147.1	+	287633	288049	NA	CDS	NA	CP	PF08570	Predicted membrane protein (DUF2177)	PF08570	else
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634149.1	+	288089	288796	NA	CDS	NA	NA	PF08279;PF13280	helix-turn-helix transcriptional regulator	PF08279;PF13280	else
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634152.1	+	288800	289369	NA	CDS	NA	CP	PF13376;PF13376;COG4430	Bacteriocin-protection, YdeI or OmpD-Associated;Uncharacterized conserved protein YdeI, YjbR/CyaY-like superfamily, DUF1801 family	PF13376	else
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634154.1	-	289573	291474	NA	CDS	NA	NA	PF07969	amidohydrolase	PF07969	else
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634156.1	+	291945	293669	NA	CDS	NA	NA	PF07969	amidohydrolase	PF07969	else
WP_226634146.1	V	GCF_020524485.1	NZ_JAIVLF010000003.1	WP_226634158.1	+	293719	294939	NA	CDS	NA	CP	PF04966;COG3659;K07267	Carbohydrate-selective porin OprB	PF04966	else
